episode,flow_id,src,dst,throughput_mbps,rtt_ms,jitter_ms,loss_pct,absolute_reward
120,e120-h4-h9-g3,h4,h9,58.8,106.6425,0.156,2.4,-0.22731190909090904
121,e121-h1-h12-g0,h1,h12,17.8,60.1065,0.0,0.0,-0.08784936363636361
121,e121-h2-h11-g1,h2,h11,40.3,75.72200000000001,0.08,1.6,-0.15865127272727272
121,e121-h3-h10-g2,h3,h10,34.9,65.846,0.066,1.3,-0.13363345454545456
121,e121-h4-h9-g3,h4,h9,52.3,85.02250000000001,0.067,2.1,-0.18035609090909094
122,e122-h1-h12-g0,h1,h12,16.9,59.730500000000006,0.067,0.56,-0.11713572727272727
122,e122-h2-h11-g1,h2,h11,17.9,63.8835,0.068,0.59,-0.12512954545454547
122,e122-h3-h10-g2,h3,h10,35.2,72.2895,0.068,1.3,-0.14598700000000003
122,e122-h4-h9-g3,h4,h9,18.3,65.86250000000001,0.068,0.65,-0.13136027272727277
123,e123-h1-h12-g0,h1,h12,16.8,54.68,0.085,0.22,-0.09032454545454544
123,e123-h2-h11-g1,h2,h11,40.0,72.997,0.073,1.7,-0.15870472727272722
123,e123-h3-h10-g2,h3,h10,41.7,69.977,0.0,0.0,-0.06413581818181817
123,e123-h4-h9-g3,h4,h9,47.2,78.884,0.074,2.1,-0.17739381818181815
124,e124-h1-h12-g0,h1,h12,14.4,57.8945,0.0,0.0,-0.08960718181818181
124,e124-h2-h11-g1,h2,h11,31.8,70.86699999999999,0.076,1.1,-0.13937181818181815
124,e124-h3-h10-g2,h3,h10,44.4,56.465,0.082,0.11,-0.03819472727272727
124,e124-h4-h9-g3,h4,h9,19.9,57.295500000000004,0.105,0.096,-0.08383918181818183
125,e125-h1-h12-g0,h1,h12,23.9,61.6955,0.068,0.88,-0.12434445454545455
125,e125-h2-h11-g1,h2,h11,18.2,66.924,0.0,0.0,-0.10075709090909094
125,e125-h3-h10-g2,h3,h10,46.6,54.3775,0.108,0.089,-0.029125727272727255
125,e125-h4-h9-g3,h4,h9,23.5,55.900499999999994,0.079,0.098,-0.07444772727272726
126,e126-h1-h12-g0,h1,h12,12.0,57.001,0.09,0.11,-0.09822381818181818
126,e126-h2-h11-g1,h2,h11,38.5,61.5205,0.122,0.12,-0.059772999999999986
126,e126-h3-h10-g2,h3,h10,9.74,59.169,0.098,0.12,-0.10721690909090908
126,e126-h4-h9-g3,h4,h9,25.0,59.959999999999994,0.093,0.11,-0.08052345454545451
127,e127-h1-h12-g0,h1,h12,32.7,53.641000000000005,0.091,0.12,-0.054373454545454544
127,e127-h2-h11-g1,h2,h11,39.8,73.8805,0.0,0.0,-0.07539736363636365
127,e127-h3-h10-g2,h3,h10,12.7,62.4015,0.102,0.13,-0.10882409090909091
127,e127-h4-h9-g3,h4,h9,9.45,59.819,0.113,0.12,-0.10913418181818181
128,e128-h1-h12-g0,h1,h12,16.4,61.339,0.067,0.53,-0.11976181818181818
128,e128-h2-h11-g1,h2,h11,33.7,69.0975,0.069,1.3,-0.1423362727272727
128,e128-h3-h10-g2,h3,h10,47.9,79.3555,0.068,1.9,-0.16702809090909093
128,e128-h4-h9-g3,h4,h9,19.2,59.143,0.066,0.68,-0.11777290909090908
129,e129-h1-h12-g0,h1,h12,18.3,56.9525,0.096,0.12,-0.08720827272727272
129,e129-h2-h11-g1,h2,h11,17.8,54.986999999999995,0.08,0.13,-0.08459036363636362
129,e129-h3-h10-g2,h3,h10,36.1,53.8805,0.077,0.11,-0.048086636363636345
129,e129-h4-h9-g3,h4,h9,52.6,87.2555,0.067,2.3,-0.19427663636363635
130,e130-h1-h12-g0,h1,h12,15.1,60.5245,0.12,0.12,-0.10031445454545454
130,e130-h2-h11-g1,h2,h11,24.4,60.566,0.0,0.0,-0.07676836363636363
130,e130-h3-h10-g2,h3,h10,34.2,72.0265,0.069,1.3,-0.1472851818181818
130,e130-h4-h9-g3,h4,h9,51.0,87.6915,0.067,1.9,-0.17805772727272728
131,e131-h1-h12-g0,h1,h12,9.7,58.1415,0.088,0.14,-0.10617463636363637
131,e131-h2-h11-g1,h2,h11,12.9,58.281499999999994,0.091,0.12,-0.09965445454545453
131,e131-h3-h10-g2,h3,h10,34.9,54.14,0.086,0.08,-0.04934145454545455
131,e131-h4-h9-g3,h4,h9,30.6,52.936499999999995,0.083,0.13,-0.057234636363636335
132,e132-h1-h12-g0,h1,h12,27.7,64.7955,0.067,1.1,-0.13462936363636366
132,e132-h2-h11-g1,h2,h11,13.6,56.9895,0.086,0.12,-0.09576772727272728
132,e132-h3-h10-g2,h3,h10,35.1,68.9125,0.0,0.0,-0.07400681818181816
132,e132-h4-h9-g3,h4,h9,16.2,58.5125,0.108,0.12,-0.09421845454545454
133,e133-h1-h12-g0,h1,h12,9.41,57.681,0.089,0.14,-0.1057869090909091
133,e133-h2-h11-g1,h2,h11,10.4,61.0435,0.101,0.14,-0.1107839090909091
133,e133-h3-h10-g2,h3,h10,26.8,63.09400000000001,0.066,0.85,-0.12035672727272725
133,e133-h4-h9-g3,h4,h9,40.1,56.9555,0.13,0.1,-0.04678190909090909
134,e134-h1-h12-g0,h1,h12,14.0,56.692,0.085,0.12,-0.09443945454545453
134,e134-h2-h11-g1,h2,h11,32.9,53.819,0.081,0.13,-0.05480581818181818
134,e134-h3-h10-g2,h3,h10,47.3,87.34100000000001,0.066,1.9,-0.18407800000000002
134,e134-h4-h9-g3,h4,h9,41.8,71.348,0.067,1.7,-0.15209799999999998
135,e135-h1-h12-g0,h1,h12,9.73,68.5185,0.178,0.16,-0.1284140909090909
135,e135-h2-h11-g1,h2,h11,19.1,56.072500000000005,0.086,0.12,-0.08393372727272728
135,e135-h3-h10-g2,h3,h10,26.4,56.0605,0.086,0.082,-0.068737
135,e135-h4-h9-g3,h4,h9,36.2,68.881,0.068,1.3,-0.13735181818181819
136,e136-h1-h12-g0,h1,h12,23.7,55.48650000000001,0.097,0.13,-0.07496409090909091
136,e136-h2-h11-g1,h2,h11,47.1,86.863,0.075,1.9,-0.18353963636363635
136,e136-h3-h10-g2,h3,h10,39.9,75.0835,0.067,1.8,-0.16802354545454545
136,e136-h4-h9-g3,h4,h9,17.9,60.876999999999995,0.121,0.12,-0.09593454545454545
137,e137-h1-h12-g0,h1,h12,9.31,63.302499999999995,0.14,0.14,-0.11751772727272726
137,e137-h2-h11-g1,h2,h11,10.2,61.736000000000004,0.106,0.12,-0.11156254545454546
137,e137-h3-h10-g2,h3,h10,39.5,55.9,0.085,0.1,-0.04549181818181817
137,e137-h4-h9-g3,h4,h9,9.57,56.974000000000004,0.081,0.12,-0.10303400000000001
138,e138-h1-h12-g0,h1,h12,18.1,62.1015,0.067,0.62,-0.12269590909090909
138,e138-h2-h11-g1,h2,h11,16.4,61.71300000000001,0.177,0.11,-0.1001698181818182
138,e138-h3-h10-g2,h3,h10,28.5,78.45150000000001,0.069,1.1,-0.1604988181818182
138,e138-h4-h9-g3,h4,h9,26.0,64.089,0.068,0.93,-0.12781327272727272
139,e139-h1-h12-g0,h1,h12,9.06,59.6465,0.084,0.12,-0.10932427272727273
139,e139-h2-h11-g1,h2,h11,36.3,65.3125,0.067,1.4,-0.13502699999999998
139,e139-h3-h10-g2,h3,h10,29.8,57.547,0.092,0.1,-0.0664641818181818
139,e139-h4-h9-g3,h4,h9,19.4,58.39,0.108,0.13,-0.08865527272727274
140,e140-h1-h12-g0,h1,h12,26.2,65.519,0.068,0.89,-0.12830963636363638
140,e140-h2-h11-g1,h2,h11,53.9,87.96600000000001,0.069,2.3,-0.193346
140,e140-h3-h10-g2,h3,h10,10.3,57.7825,0.086,0.083,-0.10150372727272726
140,e140-h4-h9-g3,h4,h9,49.5,83.02199999999999,0.074,2.1,-0.18148799999999998
141,e141-h1-h12-g0,h1,h12,23.5,70.24549999999999,0.0,0.0,-0.09776372727272725
141,e141-h2-h11-g1,h2,h11,19.2,65.933,0.118,0.12,-0.1036649090909091
141,e141-h3-h10-g2,h3,h10,42.1,72.6565,0.067,1.8,-0.15916954545454542
141,e141-h4-h9-g3,h4,h9,17.9,55.8045,0.086,0.13,-0.08607954545454545
142,e142-h1-h12-g0,h1,h12,20.6,62.836,0.067,0.8,-0.1286194545454545
142,e142-h2-h11-g1,h2,h11,34.1,69.285,0.0,0.0,-0.07657
142,e142-h3-h10-g2,h3,h10,11.7,57.93300000000001,0.08,0.096,-0.09987327272727273
142,e142-h4-h9-g3,h4,h9,19.8,69.44200000000001,0.07,0.69,-0.137804
143,e143-h1-h12-g0,h1,h12,9.42,58.9985,0.088,0.14,-0.10839772727272728
143,e143-h2-h11-g1,h2,h11,27.3,57.7915,0.078,0.11,-0.07191463636363635
143,e143-h3-h10-g2,h3,h10,11.3,62.8285,0.079,0.11,-0.11108554545454545
143,e143-h4-h9-g3,h4,h9,31.2,67.012,0.0,0.0,-0.07729672727272727
144,e144-h1-h12-g0,h1,h12,18.2,58.327,0.067,0.5,-0.10896509090909089
144,e144-h2-h11-g1,h2,h11,46.9,80.515,0.068,2.1,-0.18116527272727273
144,e144-h3-h10-g2,h3,h10,11.7,60.30200000000001,0.121,0.11,-0.10555727272727275
144,e144-h4-h9-g3,h4,h9,16.4,57.1515,0.094,0.11,-0.09054881818181819
145,e145-h1-h12-g0,h1,h12,21.9,61.059,0.0,0.0,-0.08229981818181817
145,e145-h2-h11-g1,h2,h11,37.1,75.4255,0.074,1.5,-0.15884045454545453
145,e145-h3-h10-g2,h3,h10,22.1,58.16,0.084,0.13,-0.08314218181818181
145,e145-h4-h9-g3,h4,h9,32.9,67.6945,0.068,1.5,-0.1509788181818182
146,e146-h1-h12-g0,h1,h12,44.4,79.36,0.067,1.7,-0.16339472727272725
146,e146-h2-h11-g1,h2,h11,32.7,71.15350000000001,0.072,1.2,-0.14328445454545455
146,e146-h3-h10-g2,h3,h10,24.7,56.224999999999994,0.098,0.081,-0.07217890909090907
146,e146-h4-h9-g3,h4,h9,44.6,83.11699999999999,0.072,1.7,-0.17057509090909084
147,e147-h1-h12-g0,h1,h12,10.0,58.617999999999995,0.09,0.13,-0.1060941818181818
147,e147-h2-h11-g1,h2,h11,41.8,72.3315,0.066,1.6,-0.149059
147,e147-h3-h10-g2,h3,h10,54.3,93.064,0.067,1.8,-0.17780272727272722
147,e147-h4-h9-g3,h4,h9,45.9,55.451,0.13,0.088,-0.03262745454545455
148,e148-h1-h12-g0,h1,h12,25.7,72.408,0.0,0.0,-0.09808872727272727
148,e148-h2-h11-g1,h2,h11,20.0,61.9855,0.0,0.0,-0.08760736363636362
148,e148-h3-h10-g2,h3,h10,40.6,72.38550000000001,0.067,1.6,-0.15135481818181817
148,e148-h4-h9-g3,h4,h9,10.1,59.5665,0.101,0.074,-0.10507536363636362
149,e149-h1-h12-g0,h1,h12,25.7,69.71350000000001,0.07,0.95,-0.14061972727272729
149,e149-h2-h11-g1,h2,h11,27.1,63.9185,0.068,1.1,-0.13397227272727275
149,e149-h3-h10-g2,h3,h10,16.7,62.239999999999995,0.066,0.5,-0.11951236363636361
149,e149-h4-h9-g3,h4,h9,16.9,58.816500000000005,0.066,0.54,-0.11430172727272728
150,e150-h1-h12-g0,h1,h12,27.0,67.37100000000001,0.0,0.0,-0.0856510909090909
150,e150-h2-h11-g1,h2,h11,55.3,103.8885,0.073,2.1,-0.21266954545454542
150,e150-h3-h10-g2,h3,h10,44.9,79.28,0.067,1.8,-0.16732563636363634
150,e150-h4-h9-g3,h4,h9,12.2,59.316,0.136,0.11,-0.10276618181818183
151,e151-h1-h12-g0,h1,h12,45.1,51.8,0.088,0.11,-0.02762799999999998
151,e151-h2-h11-g1,h2,h11,17.2,62.87049999999999,0.067,0.5,-0.11987027272727267
151,e151-h3-h10-g2,h3,h10,20.1,64.3155,0.068,0.67,-0.12599354545454544
151,e151-h4-h9-g3,h4,h9,45.9,79.5515,0.067,1.8,-0.16605045454545458
152,e152-h1-h12-g0,h1,h12,41.8,76.0215,0.069,1.6,-0.15645699999999998
152,e152-h2-h11-g1,h2,h11,27.2,58.407,0.117,0.1,-0.07306145454545455
152,e152-h3-h10-g2,h3,h10,46.6,78.493,0.0,0.0,-0.07225872727272725
152,e152-h4-h9-g3,h4,h9,43.8,79.34100000000001,0.071,1.7,-0.16447163636363638
153,e153-h1-h12-g0,h1,h12,16.0,63.266,0.068,0.5,-0.12284909090909092
153,e153-h2-h11-g1,h2,h11,23.4,54.397999999999996,0.082,0.1,-0.07174254545454546
153,e153-h3-h10-g2,h3,h10,27.8,70.1715,0.072,1.1,-0.14522954545454542
153,e153-h4-h9-g3,h4,h9,39.5,78.45750000000001,0.069,1.6,-0.16551081818181818
154,e154-h1-h12-g0,h1,h12,10.6,57.5975,0.085,0.12,-0.1024322727272727
154,e154-h2-h11-g1,h2,h11,58.3,54.457,0.122,0.096,-0.008445999999999985
154,e154-h3-h10-g2,h3,h10,26.4,64.893,0.066,0.92,-0.128182
154,e154-h4-h9-g3,h4,h9,14.2,57.5095,0.096,0.11,-0.09527681818181817
155,e155-h1-h12-g0,h1,h12,38.0,53.037,0.095,0.1,-0.04255309090909091
155,e155-h2-h11-g1,h2,h11,19.8,60.557500000000005,0.066,0.56,-0.113511
155,e155-h3-h10-g2,h3,h10,22.3,56.207499999999996,0.0,0.0,-0.07186954545454544
155,e155-h4-h9-g3,h4,h9,39.0,74.16900000000001,0.067,1.5,-0.15283090909090913
156,e156-h1-h12-g0,h1,h12,41.2,60.0005,0.222,0.12,-0.052423909090909084
156,e156-h2-h11-g1,h2,h11,26.3,66.32650000000001,0.066,1.0,-0.1352308181818182
156,e156-h3-h10-g2,h3,h10,26.6,54.3935,0.073,0.1,-0.06586136363636363
156,e156-h4-h9-g3,h4,h9,17.2,59.266000000000005,0.127,0.11,-0.09352127272727274
157,e157-h1-h12-g0,h1,h12,9.14,58.3715,0.085,0.11,-0.10613481818181818
157,e157-h2-h11-g1,h2,h11,46.0,80.97399999999999,0.068,2.0,-0.1787196363636363
157,e157-h3-h10-g2,h3,h10,28.6,64.356,0.067,1.1,-0.13211399999999998
157,e157-h4-h9-g3,h4,h9,39.9,57.0285,0.079,0.12,-0.047985545454545454
158,e158-h1-h12-g0,h1,h12,9.64,59.2675,0.097,0.12,-0.10758972727272728
158,e158-h2-h11-g1,h2,h11,48.2,79.59899999999999,0.067,1.8,-0.16196363636363634
158,e158-h3-h10-g2,h3,h10,33.9,68.679,0.068,1.2,-0.13612963636363634
158,e158-h4-h9-g3,h4,h9,30.8,55.058499999999995,0.11,0.11,-0.06027699999999998
159,e159-h1-h12-g0,h1,h12,41.1,75.7915,0.068,1.6,-0.15726372727272725
159,e159-h2-h11-g1,h2,h11,12.0,57.457499999999996,0.084,0.085,-0.09785081818181816
159,e159-h3-h10-g2,h3,h10,26.7,70.60749999999999,0.0,0.0,-0.09266954545454541
159,e159-h4-h9-g3,h4,h9,34.4,73.2135,0.077,1.3,-0.14934354545454542
160,e160-h1-h12-g0,h1,h12,31.9,55.172,0.1,0.13,-0.059444000000000004
160,e160-h2-h11-g1,h2,h11,9.86,58.215,0.08,0.11,-0.10448272727272727
160,e160-h3-h10-g2,h3,h10,16.6,60.116,0.066,0.55,-0.1179461818181818
160,e160-h4-h9-g3,h4,h9,48.2,82.7205,0.069,1.9,-0.17321863636363635
161,e161-h1-h12-g0,h1,h12,46.5,63.516000000000005,0.0,0.0,-0.04248654545454546
161,e161-h2-h11-g1,h2,h11,33.3,55.327,0.094,0.09,-0.055172545454545446
161,e161-h3-h10-g2,h3,h10,18.4,63.451499999999996,0.154,0.11,-0.09987245454545453
161,e161-h4-h9-g3,h4,h9,16.8,63.2915,0.068,0.55,-0.12394554545454546
162,e162-h1-h12-g0,h1,h12,12.9,67.303,0.164,0.11,-0.11763545454545453
162,e162-h2-h11-g1,h2,h11,9.83,58.988,0.101,0.15,-0.10820927272727271
162,e162-h3-h10-g2,h3,h10,34.9,56.632999999999996,0.0,0.0,-0.04981145454545452
162,e162-h4-h9-g3,h4,h9,9.2,59.8825,0.105,0.12,-0.10966772727272728
163,e163-h1-h12-g0,h1,h12,38.6,76.3155,0.077,1.4,-0.1529111818181818
163,e163-h2-h11-g1,h2,h11,38.8,69.34100000000001,0.067,1.6,-0.14853854545454548
163,e163-h3-h10-g2,h3,h10,38.4,74.652,0.071,1.5,-0.15491181818181815
163,e163-h4-h9-g3,h4,h9,37.7,76.275,0.074,1.6,-0.16444854545454546
164,e164-h1-h12-g0,h1,h12,12.6,59.26049999999999,0.0,0.0,-0.09561190909090908
164,e164-h2-h11-g1,h2,h11,27.3,54.708,0.076,0.098,-0.06513563636363635
164,e164-h3-h10-g2,h3,h10,17.1,63.2505,0.097,0.1,-0.10099209090909092
164,e164-h4-h9-g3,h4,h9,45.2,58.777,0.0,0.0,-0.0353721818181818
165,e165-h1-h12-g0,h1,h12,13.0,61.614000000000004,0.138,0.13,-0.10691963636363637
165,e165-h2-h11-g1,h2,h11,45.5,83.37299999999999,0.068,1.8,-0.17442672727272723
165,e165-h3-h10-g2,h3,h10,57.4,100.00399999999999,0.067,2.4,-0.21604636363636356
165,e165-h4-h9-g3,h4,h9,28.7,63.6995,0.067,1.1,-0.1306191818181818
166,e166-h1-h12-g0,h1,h12,48.6,82.2925,0.084,2.2,-0.1867253636363636
166,e166-h2-h11-g1,h2,h11,10.9,59.2975,0.102,0.14,-0.10638881818181818
166,e166-h3-h10-g2,h3,h10,61.4,105.35249999999999,0.068,2.8,-0.23947663636363634
166,e166-h4-h9-g3,h4,h9,19.4,60.3065,0.068,0.75,-0.1232482727272727
167,e167-h1-h12-g0,h1,h12,30.6,56.995999999999995,0.129,0.26,-0.07212963636363634
167,e167-h2-h11-g1,h2,h11,10.3,56.9625,0.08,0.24,-0.10767772727272724
167,e167-h3-h10-g2,h3,h10,35.0,65.4205,0.067,1.6,-0.14760663636363636
167,e167-h4-h9-g3,h4,h9,9.14,61.0295,0.115,0.23,-0.11763081818181816
168,e168-h1-h12-g0,h1,h12,17.0,58.161,0.067,0.56,-0.11381490909090909
168,e168-h2-h11-g1,h2,h11,25.8,62.403,0.066,0.87,-0.12179290909090908
168,e168-h3-h10-g2,h3,h10,26.9,65.6045,0.07,1.1,-0.1377199090909091
168,e168-h4-h9-g3,h4,h9,9.89,58.41,0.087,0.13,-0.1058601818181818
169,e169-h1-h12-g0,h1,h12,33.4,65.39599999999999,0.068,1.4,-0.14047272727272722
169,e169-h2-h11-g1,h2,h11,27.4,60.555,0.067,1.1,-0.12669381818181819
169,e169-h3-h10-g2,h3,h10,9.18,58.1055,0.085,0.19,-0.1095300909090909
169,e169-h4-h9-g3,h4,h9,27.0,60.4375,0.067,0.99,-0.12168609090909088
170,e170-h1-h12-g0,h1,h12,26.0,62.935,0.068,1.1,-0.13400527272727275
170,e170-h2-h11-g1,h2,h11,17.9,62.9695,0.068,0.64,-0.12580154545454547
170,e170-h3-h10-g2,h3,h10,12.9,60.5555,0.135,0.12,-0.10446645454545456
170,e170-h4-h9-g3,h4,h9,34.1,74.477,0.076,1.4,-0.15741
171,e171-h1-h12-g0,h1,h12,11.3,60.6555,0.099,0.12,-0.10735954545454546
171,e171-h2-h11-g1,h2,h11,26.5,66.432,0.066,0.89,-0.1295781818181818
171,e171-h3-h10-g2,h3,h10,11.8,60.2355,0.117,0.13,-0.10621845454545455
171,e171-h4-h9-g3,h4,h9,16.8,56.4285,0.086,0.11,-0.08832754545454545
172,e172-h1-h12-g0,h1,h12,50.2,93.85499999999999,0.071,2.1,-0.20186327272727267
172,e172-h2-h11-g1,h2,h11,15.1,60.1545,0.123,0.09,-0.09809245454545455
172,e172-h3-h10-g2,h3,h10,17.3,70.854,0.066,0.56,-0.13864945454545455
172,e172-h4-h9-g3,h4,h9,11.2,63.85,0.091,0.1,-0.11288236363636366
173,e173-h1-h12-g0,h1,h12,31.7,54.5925,0.095,0.14,-0.05911863636363636
173,e173-h2-h11-g1,h2,h11,40.4,53.581,0.079,0.085,-0.038431454545454546
173,e173-h3-h10-g2,h3,h10,26.7,66.81049999999999,0.072,0.99,-0.1350075454545454
173,e173-h4-h9-g3,h4,h9,40.8,70.1855,0.067,1.5,-0.1415911818181818
174,e174-h1-h12-g0,h1,h12,35.2,68.8905,0.068,1.4,-0.14418899999999998
174,e174-h2-h11-g1,h2,h11,25.8,55.8895,0.093,0.13,-0.07192790909090908
174,e174-h3-h10-g2,h3,h10,17.1,57.641000000000005,0.099,0.14,-0.09178509090909091
174,e174-h4-h9-g3,h4,h9,10.2,63.740500000000004,0.121,0.077,-0.11351154545454548
175,e175-h1-h12-g0,h1,h12,43.1,77.914,0.067,1.8,-0.16786636363636365
175,e175-h2-h11-g1,h2,h11,38.5,69.0635,0.066,1.7,-0.153523
175,e175-h3-h10-g2,h3,h10,11.6,60.052,0.0,0.0,-0.09901309090909091
175,e175-h4-h9-g3,h4,h9,45.2,81.63749999999999,0.067,1.8,-0.1714951818181818
176,e176-h1-h12-g0,h1,h12,13.0,66.5275,0.113,0.12,-0.11609663636363637
176,e176-h2-h11-g1,h2,h11,12.4,56.837,0.081,0.15,-0.09911454545454546
176,e176-h3-h10-g2,h3,h10,11.9,61.587,0.099,0.19,-0.11163163636363635
176,e176-h4-h9-g3,h4,h9,11.7,61.339,0.104,0.13,-0.10852927272727272
177,e177-h1-h12-g0,h1,h12,42.2,73.99,0.068,1.6,-0.15166072727272722
177,e177-h2-h11-g1,h2,h11,14.7,57.2455,0.084,0.093,-0.09291772727272728
177,e177-h3-h10-g2,h3,h10,16.9,60.3225,0.129,0.11,-0.09619172727272728
177,e177-h4-h9-g3,h4,h9,37.7,68.137,0.071,1.6,-0.14815454545454543
178,e178-h1-h12-g0,h1,h12,26.6,62.44499999999999,0.068,1.1,-0.1319343636363636
178,e178-h2-h11-g1,h2,h11,49.2,56.687,0.098,0.15,-0.03200745454545453
178,e178-h3-h10-g2,h3,h10,25.1,55.7425,0.089,0.15,-0.07388263636363634
178,e178-h4-h9-g3,h4,h9,35.5,65.6465,0.0,0.0,-0.06674754545454545
